ENSLOCP00000000001.1	368	ENSTNIP00000006678.1	369	76.92	280	364	82	1	364	1	362	0.0	 596
ENSLOCP00000000003.1	226	ENSTNIP00000019168.1	313	67.17	133	198	50	1	188	1	193	6e-79	 243
ENSLOCP00000000005.1	618	ENSTNIP00000008370.1	852	82.90	320	386	51	1	380	1	377	0.0	 556
ENSLOCP00000000006.1	313	ENSTNIP00000012440.1	338	73.80	231	313	82	1	313	26	338	4e-180	 505
ENSLOCP00000000008.1	509	ENSTNIP00000010908.1	511	83.75	433	517	60	1	504	1	506	0.0	 824
ENSLOCP00000000007.1	332	ENSTNIP00000012439.1	218	66.99	69	103	34	230	332	116	218	3e-47	 161
ENSLOCP00000000009.1	321	ENSTNIP00000012439.1	218	57.46	77	134	55	190	321	85	218	2e-49	 167
ENSLOCP00000000010.1	149	ENSTNIP00000010906.1	199	51.01	76	149	62	3	149	59	198	4e-38	 131
ENSLOCP00000000011.1	390	ENSTNIP00000019160.1	388	65.64	256	390	130	1	390	3	388	0.0	 534
ENSLOCP00000000012.1	603	ENSTNIP00000010904.1	551	47.83	309	646	198	1	603	2	551	5e-158	 468
ENSLOCP00000000018.1	1044	ENSTNIP00000012438.1	1002	81.77	758	927	163	120	1044	80	1002	0.0	1504
ENSLOCP00000000013.1	243	ENSTNIP00000010900.1	1969	65.33	49	75	22	1	75	1511	1581	5e-16	77.8
ENSLOCP00000000014.1	236	ENSTNIP00000010900.1	1969	71.62	159	222	63	1	222	834	1055	6e-73	 244
ENSLOCP00000000015.1	230	ENSTNIP00000010900.1	1969	79.26	149	188	37	6	191	35	222	6e-100	 321
ENSLOCP00000000016.1	171	ENSTNIP00000014224.1	197	49.21	62	126	64	34	159	44	169	2e-39	 135
ENSLOCP00000000017.1	86	ENSTNIP00000010901.1	187	75.29	64	85	20	2	86	104	187	2e-36	 124
ENSLOCP00000000019.1	346	ENSTNIP00000001030.1	371	31.03	81	261	154	72	317	16	265	1e-13	71.2
ENSLOCP00000000021.1	296	ENSTNIP00000001030.1	371	31.03	81	261	154	22	267	16	265	6e-14	71.2
ENSLOCP00000000022.1	551	ENSTNIP00000005721.1	510	53.88	118	219	100	333	551	269	486	2e-78	 259
ENSLOCP00000000023.1	199	ENSTNIP00000014635.1	359	78.71	159	202	40	1	199	6	207	1e-110	 324
